City ID,City,Country Code,Latitude,Longitude,Temperature,Humidity,Cloudy,Wind Speed
4005297,Guamúchil,MX,25.4667,-108.1,57.0,74,59,10.0
2960964,Wexford,IE,52.3342,-6.4575,42.01,82,57,5.01
1849831,Toyooka,JP,35.5333,134.8333,51.8,32,40,11.5
2126199,Cherskiy,RU,68.75,161.3,-3.77,95,100,12.24
2210554,Sirte,LY,31.2089,16.5887,60.51,70,97,12.12
4033543,Teahupoo,PF,-17.8333,-149.2667,86.0,66,40,3.44
4031637,Lavrentiya,RU,65.5833,-171.0,10.63,94,100,15.57
582956,Alekseyevka,RU,50.6309,38.6903,32.27,95,98,13.51
1013266,Clocolan,ZA,-28.9137,27.5656,59.16,57,0,3.33
3466980,Caravelas,BR,-17.7125,-39.2481,73.33,91,25,2.51
778362,Øksfjord,NO,70.2396,22.3479,24.55,86,90,2.3
2138555,Poum,NC,-20.2333,164.0167,80.87,69,100,7.4
1028434,Quelimane,MZ,-17.8786,36.8883,77.0,94,40,2.77
1494482,Polunochnoye,RU,60.8697,60.4153,15.53,79,100,9.98
2885732,Königs Wusterhausen,DE,52.3014,13.633,39.06,87,75,25.32
1819729,Hong Kong,HK,22.2855,114.1577,67.96,81,79,5.01
3197710,Korčula,HR,42.9622,17.1369,50.0,87,40,2.3
2092164,Lorengau,PG,-2.0226,147.2712,83.89,67,71,1.83
2308278,Mbini,GQ,1.574,9.6134,73.4,100,75,2.73
6111862,Port Hardy,CA,50.6996,-127.4199,44.6,87,90,21.85
2239862,Malanje,AO,-9.5402,16.341,62.44,97,84,1.28
5354943,Half Moon Bay,US,37.4636,-122.4286,47.05,71,90,5.75
3855065,General Roca,AR,-39.0333,-67.5833,64.4,63,0,10.36
3671437,Caucayá,CO,-0.1934,-74.7819,71.49,96,100,1.97
6943488,Amqui,CA,48.4638,-67.4313,16.52,57,90,16.11
2017478,Razdol'noye,RU,43.55,131.9167,53.6,26,0,11.18
3421319,Nuuk,GL,64.1835,-51.7216,15.8,73,75,13.8
3430545,Morón,AR,-34.6534,-58.6198,71.64,58,0,1.01
2189343,Kaeo,NZ,-35.1,173.7833,72.0,63,0,4.0
154313,Mbulu,TZ,-3.85,35.5333,60.08,87,81,8.88
162099,Abadan,TM,38.0507,58.2056,24.8,80,90,11.5
3421193,Paamiut,GL,61.994,-49.6678,19.06,52,100,4.56
3996322,Mazatlán,MX,23.2167,-106.4167,65.23,63,20,6.91
3662489,Santa Isabel Rio Negro,BR,-0.4139,-65.0192,71.2,97,64,1.99
2510573,Teguise,ES,29.0605,-13.564,62.6,77,75,2.3
2123814,Leningradskiy,RU,69.3833,178.4167,22.28,90,100,12.84
3860443,Comodoro Rivadavia,AR,-45.8667,-67.5,51.8,87,0,14.23
5557293,Sitka,US,57.0531,-135.33,32.0,64,75,9.22
2381334,Atar,MR,20.5169,-13.0499,63.59,14,0,6.87
1488903,Turukhansk,RU,65.8167,87.9833,-16.1,89,100,16.46
3665913,Villa del Rosario,CO,7.8339,-72.4742,71.46,88,65,2.93
6078372,Moose Factory,CA,51.2585,-80.6094,11.28,67,90,16.11
1687894,Santa Rosa,PH,14.3122,121.1114,85.78,70,75,4.61
2520645,Cabra,ES,37.4725,-4.4421,46.0,71,0,2.8
1079048,Ambovombe,MG,-25.1667,46.0833,76.95,71,3,17.02
4560349,Philadelphia,US,39.9523,-75.1638,41.31,42,1,10.36
100926,Umluj,SA,25.0213,37.2685,72.16,55,71,8.77
3694569,Motupe,PE,-6.1519,-79.7142,76.91,66,97,3.0
4034188,Moerai,PF,-22.4333,-151.3333,80.56,77,64,12.82
4726521,San Patricio,US,28.017,-97.5169,71.38,88,75,20.71
912764,Kasama,ZM,-10.2129,31.1808,62.19,98,100,2.46
1266452,Chalakudi,IN,10.304,76.3361,87.8,55,20,4.61
2094342,Kavieng,PG,-2.5744,150.7967,84.45,61,56,2.53
1491219,Sovetskoye,RU,52.2861,85.4131,3.99,86,0,6.24
1637001,Luwuk,ID,-0.9516,122.7875,85.42,77,66,2.06
1849892,Tottori-shi,JP,35.5,134.2333,53.6,66,40,8.05
3991622,La Providencia,MX,28.7167,-111.5833,51.42,68,0,7.61
3347019,Mossamedes,AO,-15.1961,12.1522,73.42,84,92,6.31
3559318,Esmeralda,CU,21.8525,-78.1169,68.0,94,7,6.91
2972468,Tonneins,FR,44.3921,0.3124,45.09,87,90,11.5
53654,Mogadishu,SO,2.0371,45.3438,80.6,74,75,12.66
2396518,Port-Gentil,GA,-0.7193,8.7815,81.88,78,100,5.93
3871336,Santiago,CL,-33.4569,-70.6483,62.46,77,35,8.05
533964,Loukhi,RU,66.0764,33.0381,19.58,96,98,3.67
2191562,Dunedin,NZ,-45.8742,170.5036,67.32,56,0,8.01
513898,Otradnoye,RU,59.7775,30.8181,34.52,87,75,6.71
2109528,Buala,SB,-8.145,159.5921,82.51,73,76,3.87
695643,Reshetylivka,UA,49.565,34.0782,35.76,97,99,10.65
3470137,Belmonte,BR,-15.8631,-38.8828,71.6,88,40,2.3
110690,Faya,SA,18.3851,42.4509,58.1,88,3,3.02
2171845,Cessnock,AU,-32.8333,151.35,62.98,98,100,1.01
2083537,Wewak,PG,-3.5534,143.6268,84.25,76,100,9.51
3899539,Antofagasta,CL,-23.65,-70.4,66.2,88,75,6.91
2643044,Margate,GB,51.3813,1.3862,42.44,81,94,5.99
1648473,Leuwiliang,ID,-6.5745,106.6344,89.08,53,94,7.0
3996426,Matamoros,MX,25.5333,-103.25,71.62,15,100,12.82
2033934,Xiaoshi,CN,41.2971,124.1209,55.4,44,14,8.95
1214488,Meulaboh,ID,4.1363,96.1285,84.45,64,21,4.63
6165406,Thompson,CA,55.7435,-97.8558,5.0,56,1,6.91
108410,Riyadh,SA,24.6877,46.7219,59.47,23,100,4.61
286245,Sur,OM,22.5667,59.5289,87.4,28,0,8.84
2167426,Emerald,AU,-23.5333,148.1667,93.11,38,40,8.05
5780557,Riverton,US,40.5219,-111.9391,35.15,100,40,6.38
2037335,Fuyu,CN,45.1833,124.8167,52.05,54,9,16.49
3456070,Novo Cruzeiro,BR,-17.4681,-41.8753,59.25,98,24,1.74
1630789,Pontianak,ID,-0.0333,109.3333,87.8,66,75,5.7
739914,Şebinkarahisar,TR,40.2883,38.4236,31.82,58,82,3.13
5367788,Lompoc,US,34.6391,-120.4579,47.7,71,90,3.44
3420846,Qaqortoq,GL,60.7167,-46.0333,26.6,63,75,2.3
3374083,Bathsheba,BB,13.2167,-59.5167,78.8,69,40,10.36
2152659,Port Macquarie,AU,-31.4333,152.9167,68.0,100,75,11.5
2269142,Colares,PT,38.7992,-9.4469,50.34,81,0,14.97
6089245,Norman Wells,CA,65.282,-126.8329,-4.0,77,75,2.08
2452655,Niono,ML,14.2526,-5.993,66.29,28,79,8.7
2276492,Harper,LR,4.375,-7.7169,77.81,89,100,9.91
2098329,Daru,PG,-9.0763,143.2092,85.33,66,100,6.49
1508260,Novobirilyussy,RU,56.9514,90.6661,6.1,88,100,11.88
1106643,Quatre Cocos,MU,-20.2078,57.7625,81.34,83,40,16.11
2525447,Province of Caltanissetta,IT,37.3745,14.0642,44.49,74,0,3.0
1522751,Kentau,KZ,43.5206,68.5094,18.86,96,100,19.57
2125693,Evensk,RU,61.95,159.2333,1.94,74,58,3.29
566157,Divnomorskoye,RU,44.5011,38.1353,39.72,57,74,4.21
1790437,Zhuhai,CN,22.2769,113.5678,76.14,73,20,12.66
5197085,Lancaster,US,40.2504,-76.2499,38.41,35,1,9.22
1640972,Katobu,ID,-4.9408,122.5276,87.37,64,79,2.89
2173125,Burnie,AU,-41.0667,145.9167,61.0,44,48,11.01
5329649,Blythe,US,33.6103,-114.5964,59.0,31,1,11.72
2016307,Solnechnyy,RU,50.7214,136.6319,37.81,81,21,7.87
1235846,Matara,LK,5.9485,80.5353,87.1,57,95,9.48
2431736,Goundi,TD,9.3627,17.366,80.13,37,81,2.95
5866063,Kenai,US,60.5544,-151.2583,12.2,67,1,3.44
1140025,Herat Province,AF,34.5,62.0,30.2,86,90,5.75
934649,Cap Malheureux,MU,-19.9842,57.6142,82.0,80,99,5.99
1626703,Soe,ID,-9.8607,124.284,77.34,82,100,2.39
2122574,Ola,RU,59.5833,151.2833,5.13,81,0,5.53
5972291,Havre-St-Pierre,CA,50.2334,-63.5986,12.2,52,1,11.5
3640226,Guanare,VE,9.0418,-69.7421,80.6,61,94,2.3
610091,Chingirlau,KZ,51.095,54.0814,5.45,82,52,5.59
3579925,St. George's,GD,12.0564,-61.7485,77.0,88,75,8.05
4499379,Wilmington,US,34.2257,-77.9447,55.67,76,90,4.61
4129397,Russellville,US,35.2784,-93.1338,55.83,94,90,10.36
5503914,Fallon,US,39.4735,-118.7774,42.8,26,1,9.22
2013465,Verkhoyansk,RU,67.5447,133.385,-2.78,88,100,2.1
2630299,Hofn,IS,64.2539,-15.2082,34.54,64,100,6.87
2171099,Codrington,AU,-38.2667,141.9667,61.45,47,41,13.69
3468720,Buritizeiro,BR,-17.3511,-44.9622,66.81,94,96,2.19
3361934,Saldanha,ZA,-33.0117,17.9442,64.4,82,100,5.75
2427336,Moussoro,TD,13.6408,16.4901,79.41,14,52,10.09
2446796,Bilma,NE,18.6853,12.9164,73.17,12,0,6.85
3703938,Natá,PA,8.3333,-80.5167,73.99,48,5,11.01
1252795,Yanam,IN,16.7333,82.2167,82.4,65,47,4.61
1489656,Teya,RU,60.3778,92.6267,12.61,81,100,11.27
2140558,Koumac,NC,-20.5667,164.2833,80.87,74,99,8.16
5364022,La Palma,US,33.8464,-118.0467,54.46,94,75,4.61
1268896,Jintūr,IN,19.6167,76.7,92.12,13,0,10.74
2514651,Los Llanos de Aridane,ES,28.6585,-17.9182,58.17,72,90,8.05
557842,Gusevskiy,RU,55.662,40.5627,25.77,94,100,10.27
4032369,Pangai,TO,-19.8,-174.35,80.64,68,0,2.73
542788,Krasnaya Gora,RU,52.9995,31.6023,35.29,93,100,11.18
3838233,Salta,AR,-24.7859,-65.4117,66.2,88,75,2.3
1510690,Bay-Khaak,RU,51.1667,94.5,5.23,67,1,2.71
523392,Naryan-Mar,RU,67.6713,53.087,4.05,96,89,6.82
3445307,Vera Cruz,BR,-12.6333,-41.0333,64.71,96,9,2.68
1640344,Kendari,ID,-3.945,122.4989,85.82,68,12,5.57
6148373,Sioux Lookout,CA,50.1001,-91.917,30.2,51,1,8.05
3931656,Pucara,PE,-15.9803,-71.4606,38.34,76,96,1.32
3146487,Raudeberg,NO,61.9875,5.1352,39.99,82,100,13.29
2510073,Utrera,ES,37.1852,-5.7809,45.3,100,0,5.75
1223738,Weligama,LK,5.9667,80.4167,86.72,57,82,6.8
1226260,Trincomalee,LK,8.5711,81.2335,82.74,73,33,12.15
5882953,Aklavik,CA,68.2191,-135.0107,-13.0,77,21,6.91
1687186,Sarangani,PH,5.4033,125.4636,83.01,73,1,10.56
2038087,Chengde,CN,40.9725,117.9361,52.57,60,100,5.97
6138360,Saint-Honoré,CA,48.5334,-71.0824,14.7,92,100,3.44
2445704,Diffa,NE,13.3154,12.6113,77.18,11,80,5.73
2032614,Baruun-Urt,MN,46.6806,113.2792,55.78,33,60,26.66
238373,Kembé,CF,4.6228,21.8865,70.59,87,100,1.48
2132606,Samarai,PG,-10.6167,150.6667,84.78,71,94,15.84
2122605,Okhotsk,RU,59.3833,143.3,9.59,92,100,5.46
2137773,Vao,NC,-22.6667,167.4833,76.8,77,92,18.14
613065,Martvili,GE,42.4144,42.3792,42.8,52,0,23.02
2646914,High Wycombe,GB,51.6291,-0.7493,39.97,89,48,1.01
2175403,Blackwater,AU,-23.5833,148.8833,90.48,38,8,4.97
5983607,Inuvik,CA,68.3499,-133.7218,-13.0,77,2,6.91
1244926,Hambantota,LK,6.1241,81.1185,86.0,74,40,13.8
1526041,Atasū,KZ,48.6814,71.6433,7.45,77,100,11.79
5895424,Bay Roberts,CA,47.5999,-53.2648,26.1,76,80,3.0
3091150,Nakło nad Notecią,PL,53.1421,17.6018,40.3,70,90,17.27
3491161,Bull Savanna,JM,17.8868,-77.5902,70.77,78,0,5.5
2397978,Mounana,GA,-1.4085,13.1586,70.05,98,96,1.83
2120591,Tilichiki,RU,60.4667,166.1,3.06,82,99,12.15
2036713,Huanren,CN,41.2647,125.3667,53.76,56,0,5.21
5528182,Pecos,US,31.4229,-103.4932,53.6,20,1,14.97
2037485,Erenhot,CN,43.6475,111.9767,61.02,28,0,21.14
5486795,Raton,US,36.9034,-104.4391,30.74,69,90,8.05
2282006,San-Pédro,CI,4.7485,-6.6363,78.03,87,100,6.89
5924500,Coaticook,CA,45.1334,-71.7991,20.64,93,99,2.3
1712961,Gigmoto,PH,13.7796,124.39,79.21,88,100,4.76
1861416,Ishigaki,JP,24.3448,124.1572,71.6,60,75,11.5
2014624,Udachny,RU,66.4167,112.4,1.08,81,100,18.57
3904906,Santa Cruz de la Sierra,BO,-17.8,-63.1667,75.2,94,99,3.44
1513491,Yangi Marg`ilon,UZ,40.4272,71.7189,41.0,52,75,11.5
217570,Longa,CD,2.8447,24.6776,70.61,98,100,1.54
5520552,Dumas,US,35.8656,-101.9732,41.0,100,90,5.75
1852357,Shimoda,JP,34.6667,138.95,63.18,45,20,8.05
4469160,Greenville,US,35.6127,-77.3663,51.93,62,1,5.75
2454532,Koulikoro,ML,14.0,-7.75,65.01,25,40,8.77
918905,Chinsali,ZM,-10.5414,32.0816,62.96,93,100,0.89
2274895,Monrovia,LR,6.3005,-10.7969,78.71,85,99,9.69
2451184,Sikasso,ML,10.9167,-7.0,70.29,19,63,2.98
64435,Berbera,SO,10.4396,45.0143,78.94,71,25,2.46
3526726,Ejido Ixcatepec,MX,21.2,-97.95,69.03,96,23,7.43
4561859,Uniontown,US,39.9001,-79.7164,34.0,33,24,1.99
2090021,Namatanai,PG,-3.6667,152.4333,85.01,59,0,5.03
3450083,Santa Maria,BR,-29.6842,-53.8069,65.41,67,1,3.38
3388456,São José da Coroa Grande,BR,-8.8978,-35.1478,77.45,79,25,8.97
5654391,Glendive,US,47.1053,-104.7125,42.44,52,1,10.36
1262574,Mūl,IN,20.0667,79.6667,93.69,14,13,5.53
1788852,Xining,CN,36.6167,101.7667,58.15,12,71,5.82
1215502,Banda Aceh,ID,5.5577,95.3222,86.11,63,45,0.83
6144312,Sept-Îles,CA,50.2001,-66.3821,12.2,48,40,8.05
3373329,Arrifes,PT,37.7667,-25.7,59.0,100,75,11.5
5789683,Centralia,US,46.7162,-122.9543,44.94,93,1,1.39
6460811,Debelec,BG,43.0333,25.6167,31.64,100,0,3.44
3520994,Puerto Escondido,MX,15.85,-97.0667,77.99,74,0,4.56
893549,Chipinge,ZW,-20.1883,32.6236,62.04,94,52,3.36
2013375,Vitim,RU,59.4511,112.5578,17.58,85,100,8.9
2367568,Bassar,TG,9.25,0.7833,74.93,41,99,2.98
4011741,Durango,MX,24.8333,-104.8333,51.58,41,59,8.77
6137462,Saint-Augustin,CA,51.226,-58.6502,13.77,79,100,19.01
5554072,Juneau,US,58.3019,-134.4197,19.15,63,90,7.45
1673820,Kaohsiung City,TW,22.6163,120.3133,76.57,61,40,10.36
1168700,Ormara,PK,25.2088,64.6357,76.66,58,0,3.24
4160812,Key West,US,24.5557,-81.7826,71.55,68,1,5.75
3402648,Carutapera,BR,-1.195,-46.02,74.86,91,60,3.24
5742974,North Bend,US,43.4065,-124.2243,47.5,71,1,12.66
1519580,Saryozek,KZ,44.3583,77.9753,28.18,91,97,7.2
3359638,Walvis Bay,NA,-22.9575,14.5053,60.84,88,24,5.75
2065594,Mount Isa,AU,-20.7333,139.5,91.4,43,75,6.91
3622716,Nicoya,CR,10.1483,-85.452,77.0,61,0,20.71
2122389,Ossora,RU,59.2353,163.0719,11.55,77,99,5.88
1213855,Sibolga,ID,1.7427,98.7792,81.72,74,100,2.46
347612,Talā,EG,30.6803,30.9429,50.4,84,42,3.89
2077895,Alice Springs,AU,-23.7,133.8833,59.0,94,90,11.5
6255012,Flinders,AU,-34.5833,150.8552,60.15,85,100,5.99
186180,Moyale,KE,3.5167,39.0584,70.7,69,0,8.93
1862505,Hirara,JP,24.8,125.2833,73.4,53,40,10.36
3867427,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,77.05,59,67,3.42
1270102,Hilsa,IN,25.3167,85.2833,75.2,50,0,3.44
3372964,Lagoa,PT,39.05,-27.9833,60.46,85,95,29.01
2656173,Bath,GB,51.3779,-2.3591,41.5,87,61,4.0
1863997,Fukuechō,JP,32.6881,128.8419,59.0,55,40,11.5
5364271,Laguna,US,38.421,-121.4238,47.91,71,1,10.36
3514134,Zacualtipán,MX,20.65,-98.6,57.06,92,23,1.79
4500920,Brigantine,US,39.4101,-74.3646,39.49,65,1,6.91
932960,Werda,BW,-25.2667,23.2833,68.16,54,0,8.32
3381041,Mana,GF,5.6592,-53.7767,76.48,90,100,10.63
139817,Bushehr,IR,28.9684,50.8385,65.05,60,0,15.61
1714733,Dingle,PH,10.9995,122.6711,83.66,74,73,2.84
462626,Zilair,RU,52.2332,57.4392,16.11,70,17,2.73
1706466,Ligayan,PH,4.6533,119.4706,82.6,71,4,2.77
3137469,Sørland,NO,67.667,12.6934,41.68,85,95,9.46
3356832,Henties Bay,NA,-22.116,14.2845,63.0,95,40,1.01
2318123,Yenagoa,NG,4.9247,6.2642,78.53,88,94,2.42
5392368,San Marcos,US,33.1434,-117.1661,51.44,71,90,4.61
2206895,Greymouth,NZ,-42.4667,171.2,63.3,72,2,6.04
3013633,Arrondissement du Havre,FR,49.5833,0.3333,43.66,81,75,21.85
2028028,Aksha,RU,50.2814,113.2867,47.88,47,98,9.84
607610,Zhangaözen,KZ,43.3,52.8,28.24,47,0,13.11
4148757,Brandon,US,27.9378,-82.2859,64.18,94,1,4.14
2063523,Perth,AU,-31.9333,115.8333,79.3,29,0,17.27
2636790,Stornoway,GB,58.2093,-6.3865,39.94,81,75,16.11
582222,Amzya,RU,56.2354,54.3868,6.87,87,0,10.27
3444199,Puerto Suárez,BO,-18.95,-57.8,75.09,79,60,2.13
2129868,Iwanai,JP,42.9744,140.5089,44.74,67,100,3.13
2038067,Chifeng,CN,42.2683,118.9636,54.52,48,90,17.13
945945,Upington,ZA,-28.4478,21.2561,73.4,60,12,6.91
2409914,Bonthe,SL,7.5264,-12.505,77.81,84,100,4.27
3897347,Calama,CL,-22.4667,-68.9333,51.8,66,0,5.75
1622318,Waingapu,ID,-9.6567,120.2641,85.05,74,24,5.08
293842,Kiryat Gat,IL,31.61,34.7642,50.54,82,20,1.14
2510508,Teror,ES,28.0606,-15.5491,63.75,72,90,14.97
662699,Vişeu de Sus,RO,47.7167,24.4333,37.0,92,92,4.38
7303783,Sydney Mines,CA,46.2367,-60.2177,27.05,74,90,20.71
933277,Mosetse,BW,-20.75,26.65,63.45,76,4,9.37
2384770,Mbaïki,CF,3.8678,17.9892,69.8,96,100,1.97
5838199,Sheridan,US,44.8333,-106.9173,41.23,70,90,2.28
5570065,Red Bluff,US,40.1785,-122.2358,49.84,62,1,3.44
1328421,Pathein,MM,16.7833,94.7333,97.81,18,58,8.75
160196,Dodoma,TZ,-6.1722,35.7395,64.4,94,20,9.22
644436,Noormarkku,FI,61.5927,21.8685,33.8,100,90,4.61
